"Day ","Items ","Note ","Amount "
"58","Retail","Revenue - Retail Sales Detroit - Red Wine","50416"
"58","Retail","Revenue - Retail Sales Detroit - White Wine","41715"
"58","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","20405"
"58","Retail","Revenue - Retail Sales Chicago - Red Wine","22425"
"58","Retail","Revenue - Retail Sales Chicago - White Wine","25360"
"58","Retail","Revenue - Retail Sales Miami - Sparkling Wine","7755"
"58","Retail","Revenue - Retail Sales Miami - Red Wine","9648"
"58","Retail","Revenue - Retail Sales Miami - White Wine","8930"
"58","Rental Expense","Cash Payment - Rental - New York","-4020"
"58","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","-245"
"58","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"58","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"58","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"58","Rental Expense","Cash Payment - Rental - Miami","-1120"
"57","Salary Expense","Cash Payment - Salary Expense","-27364"
"57","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9040","-34"
"57","Retail","Revenue - Retail Sales New York - Sparkling Wine","48200"
"57","Retail","Revenue - Retail Sales New York - Red Wine","85956"
"57","Retail","Revenue - Retail Sales New York - White Wine","56430"
"57","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","35190"
"57","Retail","Revenue - Retail Sales Detroit - Red Wine","45034"
"57","Retail","Revenue - Retail Sales Detroit - White Wine","44370"
"57","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","19390"
"57","Retail","Revenue - Retail Sales Chicago - Red Wine","29016"
"57","Retail","Revenue - Retail Sales Chicago - White Wine","31600"
"57","Retail","Revenue - Retail Sales Miami - Sparkling Wine","9636"
"57","Retail","Revenue - Retail Sales Miami - Red Wine","10872"
"57","Retail","Revenue - Retail Sales Miami - White Wine","13908"
"57","Rental Expense","Cash Payment - Rental - New York","-4020"
"57","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","-168"
"57","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"57","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"57","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"57","Rental Expense","Cash Payment - Rental - Miami","-1120"
"56","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8877 ","-16080"
"56","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8877 ","-36180"
"56","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8877 ","-83616"
"56","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8877 ","-80400"
"56","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8877 ","-72896"
"56","Wholesales (B2B)","Revenue - B2B SO ID: 8148","450000"
"56","Human Resource Expense","Counselled","-2000"
"56","Human Resource Expense","Counselled","-2000"
"56","Salary Expense","Cash Payment - Salary Expense","-27364"
"56","Retail","Revenue - Retail Sales New York - Sparkling Wine","46350"
"56","Retail","Revenue - Retail Sales New York - Red Wine","94734"
"56","Retail","Revenue - Retail Sales New York - White Wine","55782"
"56","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","32580"
"56","Retail","Revenue - Retail Sales Detroit - Red Wine","53774"
"56","Retail","Revenue - Retail Sales Detroit - White Wine","35145"
"56","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","19355"
"56","Retail","Revenue - Retail Sales Chicago - Red Wine","25350"
"56","Retail","Revenue - Retail Sales Chicago - White Wine","31440"
"56","Retail","Revenue - Retail Sales Miami - Sparkling Wine","9603"
"56","Retail","Revenue - Retail Sales Miami - Red Wine","8676"
"56","Retail","Revenue - Retail Sales Miami - White Wine","10146"
"56","Rental Expense","Cash Payment - Rental - New York","-4020"
"56","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","-70"
"56","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"56","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"56","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"56","Rental Expense","Cash Payment - Rental - Miami","-1120"
"55","Sales E Commerce","Revenue - ECM SO ID: 8066","13654"
"55","Wholesales (B2B)","Revenue - B2B SO ID: 8128","252000"
"55","Salary Expense","Cash Payment - Salary Expense","-27364"
"55","Retail","Revenue - Retail Sales New York - Sparkling Wine","56900"
"55","Retail","Revenue - Retail Sales New York - Red Wine","72675"
"55","Retail","Revenue - Retail Sales New York - White Wine","47682"
"55","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","36675"
"55","Retail","Revenue - Retail Sales Detroit - Red Wine","49266"
"55","Retail","Revenue - Retail Sales Detroit - White Wine","44325"
"55","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","26705"
"55","Retail","Revenue - Retail Sales Chicago - Red Wine","32994"
"55","Retail","Revenue - Retail Sales Chicago - White Wine","26720"
"55","Retail","Revenue - Retail Sales Miami - Sparkling Wine","9999"
"55","Retail","Revenue - Retail Sales Miami - Red Wine","11088"
"55","Retail","Revenue - Retail Sales Miami - White Wine","11096"
"55","Rental Expense","Cash Payment - Rental - New York","-4020"
"55","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"55","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"55","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"55","Rental Expense","Cash Payment - Rental - Miami","-1120"
"54","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8313 ","-5300"
"54","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8313 ","-5320"
"54","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8313 ","-6720"
"54","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8487 ","-6080"
"54","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 8487 ","-78720"
"54","Human Resource Expense","Counselled","-2000"
"54","Salary Expense","Cash Payment - Salary Expense","-27364"
"54","Retail","Revenue - Retail Sales New York - Sparkling Wine","10200"
"54","Retail","Revenue - Retail Sales New York - Red Wine","16815"
"54","Retail","Revenue - Retail Sales New York - White Wine","11124"
"54","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","6840"
"54","Retail","Revenue - Retail Sales Detroit - Red Wine","12972"
"54","Retail","Revenue - Retail Sales Detroit - White Wine","7425"
"54","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","5600"
"54","Retail","Revenue - Retail Sales Chicago - Red Wine","5304"
"54","Retail","Revenue - Retail Sales Chicago - White Wine","5200"
"54","Retail","Revenue - Retail Sales Miami - Sparkling Wine","1881"
"54","Retail","Revenue - Retail Sales Miami - Red Wine","2052"
"54","Retail","Revenue - Retail Sales Miami - White Wine","2736"
"54","Rental Expense","Cash Payment - Rental - New York","-4020"
"54","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"54","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"54","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"54","Rental Expense","Cash Payment - Rental - Miami","-1120"
"53","Sales E Commerce","Revenue - ECM SO ID: 7803","20849"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8143 ","-6750"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8143 ","-5270"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8143 ","-8740"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8156 ","-6450"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8156 ","-5100"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8156 ","-7410"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8185 ","-7350"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8185 ","-6800"
"53","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8185 ","-7220"
"53","Wholesales (B2B)","Revenue - B2B SO ID: 7446","910000"
"53","Wholesales (B2B)","Revenue - B2B SO ID: 8145","40040"
"53","Salary Expense","Cash Payment - Salary Expense","-27364"
"53","Retail","Revenue - Retail Sales New York - Sparkling Wine","10500"
"53","Retail","Revenue - Retail Sales New York - Red Wine","15960"
"53","Retail","Revenue - Retail Sales New York - White Wine","8856"
"53","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","5355"
"53","Retail","Revenue - Retail Sales Detroit - Red Wine","11362"
"53","Retail","Revenue - Retail Sales Detroit - White Wine","8145"
"53","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","5110"
"53","Retail","Revenue - Retail Sales Chicago - Red Wine","5031"
"53","Retail","Revenue - Retail Sales Chicago - White Wine","5840"
"53","Retail","Revenue - Retail Sales Miami - Sparkling Wine","1716"
"53","Retail","Revenue - Retail Sales Miami - Red Wine","2160"
"53","Retail","Revenue - Retail Sales Miami - White Wine","2584"
"53","Rental Expense","Cash Payment - Rental - New York","-4020"
"53","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"53","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"53","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"53","Rental Expense","Cash Payment - Rental - Miami","-1120"
"52","Sales E Commerce","Revenue - ECM SO ID: 7463","12693"
"52","Sales E Commerce","Revenue - ECM SO ID: 7629","13191"
"52","Human Resource Expense","Counselled","-2000"
"52","Human Resource Expense","Counselled","-2000"
"52","Salary Expense","Cash Payment - Salary Expense","-27322"
"52","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8066","-116"
"52","Retail","Revenue - Retail Sales New York - Sparkling Wine","10300"
"52","Retail","Revenue - Retail Sales New York - Red Wine","16017"
"52","Retail","Revenue - Retail Sales New York - White Wine","9774"
"52","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","7110"
"52","Retail","Revenue - Retail Sales Detroit - Red Wine","11270"
"52","Retail","Revenue - Retail Sales Detroit - White Wine","8010"
"52","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","5285"
"52","Retail","Revenue - Retail Sales Chicago - Red Wine","6357"
"52","Retail","Revenue - Retail Sales Chicago - White Wine","4760"
"52","Retail","Revenue - Retail Sales Miami - Sparkling Wine","1749"
"52","Retail","Revenue - Retail Sales Miami - Red Wine","2232"
"52","Retail","Revenue - Retail Sales Miami - White Wine","2812"
"52","Rental Expense","Cash Payment - Rental - New York","-4020"
"52","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"52","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"52","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"52","Rental Expense","Cash Payment - Rental - Miami","-1120"
"51","Sales E Commerce","Revenue - ECM SO ID: 7253","17978"
"51","Sales E Commerce","Revenue - ECM SO ID: 7263","18246"
"51","Sales E Commerce","Revenue - ECM SO ID: 7452","11032"
"51","Wholesales (B2B)","Revenue - B2B SO ID: 7269","324000"
"51","Wholesales (B2B)","Revenue - B2B SO ID: 7277","81000"
"51","Wholesales (B2B)","Revenue - B2B SO ID: 7437","651000"
"51","Salary Expense","Cash Payment - Salary Expense","-26998"
"51","Retail","Revenue - Retail Sales New York - Sparkling Wine","11050"
"51","Retail","Revenue - Retail Sales New York - Red Wine","18183"
"51","Retail","Revenue - Retail Sales New York - White Wine","9558"
"51","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","5760"
"51","Retail","Revenue - Retail Sales Detroit - Red Wine","9706"
"51","Retail","Revenue - Retail Sales Detroit - White Wine","8460"
"51","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","4690"
"51","Retail","Revenue - Retail Sales Chicago - Red Wine","4719"
"51","Retail","Revenue - Retail Sales Chicago - White Wine","5920"
"51","Retail","Revenue - Retail Sales Miami - Sparkling Wine","2244"
"51","Retail","Revenue - Retail Sales Miami - Red Wine","1908"
"51","Retail","Revenue - Retail Sales Miami - White Wine","2470"
"51","Rental Expense","Cash Payment - Rental - New York","-4020"
"51","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"51","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"51","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"51","Rental Expense","Cash Payment - Rental - Miami","-1120"
"50","Sales E Commerce","Revenue - ECM SO ID: 7280","15139"
"50","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7618 ","-45000"
"50","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7618 ","-51000"
"50","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7618 ","-57000"
"50","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7658 ","-134400"
"50","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7658 ","-135680"
"50","Salary Expense","Cash Payment - Salary Expense","-26202"
"50","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7803","-175"
"50","Retail","Revenue - Retail Sales New York - Sparkling Wine","8000"
"50","Retail","Revenue - Retail Sales New York - Red Wine","15789"
"50","Retail","Revenue - Retail Sales New York - White Wine","10908"
"50","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","6615"
"50","Retail","Revenue - Retail Sales Detroit - Red Wine","11316"
"50","Retail","Revenue - Retail Sales Detroit - White Wine","9540"
"50","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","4410"
"50","Retail","Revenue - Retail Sales Chicago - Red Wine","5811"
"50","Retail","Revenue - Retail Sales Chicago - White Wine","6400"
"50","Retail","Revenue - Retail Sales Miami - Sparkling Wine","1551"
"50","Retail","Revenue - Retail Sales Miami - Red Wine","2556"
"50","Retail","Revenue - Retail Sales Miami - White Wine","2166"
"50","Rental Expense","Cash Payment - Rental - New York","-4020"
"50","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","-1386"
"50","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"50","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"50","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"50","Rental Expense","Cash Payment - Rental - Miami","-1120"
"49","Sales E Commerce","Revenue - ECM SO ID: 6935","21895"
"49","Sales E Commerce","Revenue - ECM SO ID: 7095","17234"
"49","Human Resource Expense","Counselled","-2000"
"49","Salary Expense","Cash Payment - Salary Expense","-26126"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7463","-127"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7629","-132"
"49","Retail","Revenue - Retail Sales New York - Sparkling Wine","8400"
"49","Retail","Revenue - Retail Sales New York - Red Wine","17784"
"49","Retail","Revenue - Retail Sales New York - White Wine","11016"
"49","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","5355"
"49","Retail","Revenue - Retail Sales Detroit - Red Wine","12420"
"49","Retail","Revenue - Retail Sales Detroit - White Wine","7335"
"49","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","5320"
"49","Retail","Revenue - Retail Sales Chicago - Red Wine","4446"
"49","Retail","Revenue - Retail Sales Chicago - White Wine","5200"
"49","Retail","Revenue - Retail Sales Miami - Sparkling Wine","1848"
"49","Retail","Revenue - Retail Sales Miami - Red Wine","2484"
"49","Retail","Revenue - Retail Sales Miami - White Wine","2014"
"49","Rental Expense","Cash Payment - Rental - New York","-4020"
"49","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","-651"
"49","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"49","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"49","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"49","Rental Expense","Cash Payment - Rental - Miami","-1120"
"48","Human Resource Expense","Counselled","-2000"
"48","Human Resource Expense","Counselled","-2000"
"48","Salary Expense","Cash Payment - Salary Expense","-26126"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7253","-180"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7263","-182"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7452","-110"
"48","Retail","Revenue - Retail Sales New York - Sparkling Wine","10500"
"48","Retail","Revenue - Retail Sales New York - Red Wine","13281"
"48","Retail","Revenue - Retail Sales New York - White Wine","9018"
"48","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","6615"
"48","Retail","Revenue - Retail Sales Detroit - Red Wine","9844"
"48","Retail","Revenue - Retail Sales Detroit - White Wine","8325"
"48","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","5530"
"48","Retail","Revenue - Retail Sales Chicago - Red Wine","4719"
"48","Retail","Revenue - Retail Sales Chicago - White Wine","4840"
"48","Retail","Revenue - Retail Sales Miami - Sparkling Wine","1584"
"48","Retail","Revenue - Retail Sales Miami - Red Wine","2304"
"48","Retail","Revenue - Retail Sales Miami - White Wine","2394"
"48","Rental Expense","Cash Payment - Rental - New York","-4020"
"48","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","-651"
"48","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"48","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-58"
"48","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"48","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"48","Rental Expense","Cash Payment - Rental - Miami","-1120"
"47","Sales E Commerce","Revenue - ECM SO ID: 6577","23475"
"47","Sales E Commerce","Revenue - ECM SO ID: 6760","15070"
"47","Wholesales (B2B)","Revenue - B2B SO ID: 7084","145350"
"47","Human Resource Expense","Counselled","-2000"
"47","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7455 ","-15150"
"47","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7455 ","-17340"
"47","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7455 ","-19190"
"47","Salary Expense","Cash Payment - Salary Expense","-26072"
"47","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7280","-151"
"47","Retail","Revenue - Retail Sales New York - Sparkling Wine","16900"
"47","Retail","Revenue - Retail Sales New York - Red Wine","28671"
"47","Retail","Revenue - Retail Sales New York - White Wine","16686"
"47","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10305"
"47","Retail","Revenue - Retail Sales Detroit - Red Wine","19458"
"47","Retail","Revenue - Retail Sales Detroit - White Wine","13500"
"47","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","8050"
"47","Retail","Revenue - Retail Sales Chicago - Red Wine","8853"
"47","Retail","Revenue - Retail Sales Chicago - White Wine","10440"
"47","Retail","Revenue - Retail Sales Miami - Sparkling Wine","3234"
"47","Retail","Revenue - Retail Sales Miami - Red Wine","3780"
"47","Retail","Revenue - Retail Sales Miami - White Wine","4066"
"47","Rental Expense","Cash Payment - Rental - New York","-4020"
"47","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","-651"
"47","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"47","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-116"
"47","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"47","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"47","Rental Expense","Cash Payment - Rental - Miami","-1120"
"46","Salary Expense","Cash Payment - Salary Expense","-26072"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6935","-219"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7095","-172"
"46","Retail","Revenue - Retail Sales New York - Sparkling Wine","15450"
"46","Retail","Revenue - Retail Sales New York - Red Wine","28728"
"46","Retail","Revenue - Retail Sales New York - White Wine","16902"
"46","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10215"
"46","Retail","Revenue - Retail Sales Detroit - Red Wine","20194"
"46","Retail","Revenue - Retail Sales Detroit - White Wine","13635"
"46","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","8820"
"46","Retail","Revenue - Retail Sales Chicago - Red Wine","8385"
"46","Retail","Revenue - Retail Sales Chicago - White Wine","10160"
"46","Retail","Revenue - Retail Sales Miami - Sparkling Wine","3135"
"46","Retail","Revenue - Retail Sales Miami - Red Wine","3816"
"46","Retail","Revenue - Retail Sales Miami - White Wine","4370"
"46","Rental Expense","Cash Payment - Rental - New York","-4020"
"46","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","-847"
"46","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"46","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-203"
"46","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"46","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"46","Rental Expense","Cash Payment - Rental - Miami","-1120"
"45","Wholesales (B2B)","Revenue - B2B SO ID: 6154","1523910"
"45","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7104 ","-21440"
"45","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7104 ","-167040"
"45","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7104 ","-8160"
"45","Salary Expense","Cash Payment - Salary Expense","-26072"
"45","Retail","Revenue - Retail Sales New York - Sparkling Wine","16215"
"45","Retail","Revenue - Retail Sales New York - Red Wine","28944"
"45","Retail","Revenue - Retail Sales New York - White Wine","18105"
"45","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10794"
"45","Retail","Revenue - Retail Sales Detroit - Red Wine","19737"
"45","Retail","Revenue - Retail Sales Detroit - White Wine","13095"
"45","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","8050"
"45","Retail","Revenue - Retail Sales Chicago - Red Wine","9087"
"45","Retail","Revenue - Retail Sales Chicago - White Wine","9280"
"45","Retail","Revenue - Retail Sales Miami - Sparkling Wine","3692"
"45","Retail","Revenue - Retail Sales Miami - Red Wine","4031"
"45","Retail","Revenue - Retail Sales Miami - White Wine","4588"
"45","Rental Expense","Cash Payment - Rental - New York","-4020"
"45","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","-735"
"45","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"45","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-290"
"45","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"45","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"45","Rental Expense","Cash Payment - Rental - Miami","-1120"
"44","Sales E Commerce","Revenue - ECM SO ID: 6208","19535"
"44","Sales E Commerce","Revenue - ECM SO ID: 6234","25539"
"44","Sales E Commerce","Revenue - ECM SO ID: 6237","26720"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6761 ","-90900"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6761 ","-104040"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6761 ","-115140"
"44","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6909 ","-119520"
"44","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6909 ","-139440"
"44","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6909 ","-132800"
"44","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6909 ","-166000"
"44","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6909 ","-132800"
"44","Salary Expense","Cash Payment - Salary Expense","-26072"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6577","-235"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6760","-151"
"44","Retail","Revenue - Retail Sales New York - Sparkling Wine","16074"
"44","Retail","Revenue - Retail Sales New York - Red Wine","30348"
"44","Retail","Revenue - Retail Sales New York - White Wine","17544"
"44","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10920"
"44","Retail","Revenue - Retail Sales Detroit - Red Wine","18963"
"44","Retail","Revenue - Retail Sales Detroit - White Wine","13635"
"44","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","8295"
"44","Retail","Revenue - Retail Sales Chicago - Red Wine","8619"
"44","Retail","Revenue - Retail Sales Chicago - White Wine","9240"
"44","Retail","Revenue - Retail Sales Miami - Sparkling Wine","3796"
"44","Retail","Revenue - Retail Sales Miami - Red Wine","3973"
"44","Retail","Revenue - Retail Sales Miami - White Wine","4774"
"44","Rental Expense","Cash Payment - Rental - New York","-4020"
"44","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","-1834"
"44","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"44","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-406"
"44","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"44","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"44","Rental Expense","Cash Payment - Rental - Miami","-1120"
"43","Sales E Commerce","Revenue - ECM SO ID: 6076","22572"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6594 ","-57938"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6594 ","-106080"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6594 ","-58140"
"43","Human Resource Expense","Counselled","-2000"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6751 ","-46350"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6751 ","-53040"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6751 ","-72675"
"43","Human Resource Expense","Counselled","-2000"
"43","Human Resource Expense","Counselled","-2000"
"43","Human Resource Expense","Counselled","-2000"
"43","Salary Expense","Cash Payment - Salary Expense","-26072"
"43","Retail","Revenue - Retail Sales New York - Sparkling Wine","16074"
"43","Retail","Revenue - Retail Sales New York - Red Wine","28728"
"43","Retail","Revenue - Retail Sales New York - White Wine","17901"
"43","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","7896"
"43","Retail","Revenue - Retail Sales Detroit - Red Wine","14706"
"43","Retail","Revenue - Retail Sales Detroit - White Wine","9585"
"43","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","8610"
"43","Retail","Revenue - Retail Sales Chicago - Red Wine","9282"
"43","Retail","Revenue - Retail Sales Chicago - White Wine","9360"
"43","Rental Expense","Cash Payment - Rental - New York","-4020"
"43","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","-385"
"43","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"43","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-522"
"43","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"43","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"43","Rental Expense","Cash Payment - Rental - Miami","-1120"
"42","Sales E Commerce","Revenue - ECM SO ID: 5919","30071"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6401 ","-60188"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6401 ","-116280"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6401 ","-80513"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6412 ","-47250"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6412 ","-56100"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6412 ","-58710"
"42","Human Resource Expense","Cash Payment - Staff Recruiting - Miami","-60000"
"42","Salary Expense","Cash Payment - Salary Expense","-26032"
"42","Retail","Revenue - Retail Sales New York - Sparkling Wine","17954"
"42","Retail","Revenue - Retail Sales New York - Red Wine","28080"
"42","Retail","Revenue - Retail Sales New York - White Wine","18105"
